survey_id,encounter_id,likelihood_to_recommend,staff_communication,cleanliness,overall,comments
S145149,E006413,7,1,4,1,Great care
S855017,E002603,10,5,2,2,Nurse was helpful
S386969,E005831,1,3,4,2,Nurse was helpful
S974821,E004791,8,5,1,1,Doctor explained well
S561230,E006823,3,4,4,1,Doctor explained well
S464705,E003097,7,4,3,5,Doctor explained well
S169086,E006265,0,5,1,5,Long wait time
S455352,E005741,8,2,4,2,Nurse was helpful
S113826,E004793,7,4,3,1,Great care
S102541,E005904,5,1,5,4,Doctor explained well
S819074,E004071,2,2,5,1,
S770162,E003793,5,1,5,4,Great care
S106988,E004156,4,5,1,1,
S423646,E007727,5,4,1,3,
S813961,E001323,9,4,1,4,Facilities need improvement
S489039,E003658,1,3,5,5,Facilities need improvement
S505617,E003876,10,5,2,1,Doctor explained well
S385612,E006980,1,2,5,4,Doctor explained well
S837090,E000377,3,2,1,3,Great care
S647621,E000151,9,1,5,2,
S605030,E006721,7,5,1,4,Nurse was helpful
S568369,E007530,0,4,5,1,
S544942,E002549,1,1,2,1,Nurse was helpful
S450437,E001113,8,5,1,2,Great care
S357384,E003137,4,4,2,4,Great care
S647571,E003891,1,5,2,4,Doctor explained well
S222559,E001819,0,4,3,5,Nurse was helpful
S019013,E002003,3,2,4,3,Facilities need improvement
S904268,E006580,2,3,5,1,Facilities need improvement
S063248,E006183,6,2,5,5,
S283440,E005265,10,1,1,5,Long wait time
S070382,E000099,8,1,3,4,Long wait time
S511153,E004471,6,3,3,2,
S528530,E001014,1,2,2,5,Great care
S930730,E001842,8,4,1,1,Facilities need improvement
S523982,E005764,6,3,4,4,Doctor explained well
S230866,E005365,4,4,4,2,Long wait time
S021025,E004978,4,2,4,2,Great care
S396497,E005769,7,1,1,3,Long wait time
S901514,E001945,10,4,4,2,Nurse was helpful
S546491,E002741,2,2,5,2,
S880702,E005463,8,3,4,4,Facilities need improvement
S182524,E001585,6,1,3,4,Long wait time
S049632,E002699,2,4,5,5,
S824129,E004199,2,2,2,4,Great care
S398783,E003920,10,4,3,4,Long wait time
S750592,E000593,4,1,2,1,Long wait time
S967326,E000681,3,5,2,4,Nurse was helpful
S233324,E006699,7,2,4,3,Great care
S207126,E000626,9,3,4,3,
S975121,E006508,8,1,1,2,Great care
S747377,E007884,10,4,5,3,Great care
S420797,E004146,7,5,3,2,Long wait time
S038673,E001575,6,2,1,4,Great care
S091612,E005472,3,5,3,2,Long wait time
S193940,E003055,5,2,1,2,Long wait time
S618209,E002669,3,2,4,2,Great care
S756275,E000169,6,2,5,3,Nurse was helpful
S167294,E001305,3,1,1,4,Nurse was helpful
S868106,E002995,6,3,2,3,Doctor explained well
S125893,E002330,2,2,1,3,Nurse was helpful
S845566,E004858,3,3,4,3,Great care
S581284,E005127,1,2,1,3,Nurse was helpful
S511286,E006348,4,2,2,5,Doctor explained well
S773921,E003031,9,4,3,5,Long wait time
S668759,E006527,9,3,5,5,Doctor explained well
S397959,E006225,1,1,1,2,Facilities need improvement
S810952,E006083,8,1,5,4,Great care
S032287,E007418,8,5,1,1,Nurse was helpful
S323522,E001784,0,2,5,3,Nurse was helpful
S974543,E000887,5,1,3,1,Nurse was helpful
S239684,E006029,1,2,4,4,
S616859,E004376,0,3,2,1,Doctor explained well
S894317,E002522,6,3,1,4,Facilities need improvement
S582330,E003850,7,1,2,5,Great care
S407564,E005469,5,4,3,4,
S823076,E004470,5,4,3,3,Doctor explained well
S885776,E005049,10,3,3,2,Great care
S849638,E000031,1,4,4,3,Facilities need improvement
S050686,E006364,2,3,3,5,Long wait time
S839674,E005960,2,4,4,4,Doctor explained well
S823416,E003418,0,2,1,4,Long wait time
S367436,E001729,8,2,1,2,Great care
S945244,E007270,3,5,4,5,Doctor explained well
S626164,E005194,8,4,5,3,Nurse was helpful
S233082,E000771,6,5,1,1,Doctor explained well
S585737,E003915,10,3,1,3,Doctor explained well
S408863,E003762,4,1,1,5,Facilities need improvement
S521139,E003154,3,4,3,1,Doctor explained well
S084452,E005236,10,4,2,1,Great care
S890782,E004014,10,4,5,5,Great care
S726913,E000318,3,3,2,1,Doctor explained well
S847604,E005321,7,4,3,3,Facilities need improvement
S170775,E005001,7,5,5,4,Facilities need improvement
S078676,E000207,0,1,3,4,Long wait time
S455243,E007025,8,3,3,4,Doctor explained well
S164545,E004057,9,5,5,1,Facilities need improvement
S025543,E000143,0,3,2,2,Facilities need improvement
S848688,E006312,1,2,1,2,
S526508,E001225,4,3,2,3,Facilities need improvement
S420231,E005572,2,1,3,5,Doctor explained well
S791280,E006416,7,2,3,1,Facilities need improvement
S822062,E007463,6,2,2,3,Long wait time
S090447,E006123,3,2,4,5,Nurse was helpful
S240151,E000865,10,1,4,4,Great care
S569405,E005385,10,1,5,4,
S506078,E005672,10,4,5,5,
S805278,E000041,9,4,3,1,Great care
S813676,E002080,4,1,2,2,
S732321,E001222,6,2,2,5,Doctor explained well
S729969,E005776,4,5,5,3,Long wait time
S296483,E006673,1,3,3,3,Facilities need improvement
S597205,E004733,1,1,2,1,Great care
S705605,E003455,9,5,1,5,
S522303,E001744,10,1,5,5,Long wait time
S807720,E005111,7,1,1,1,Facilities need improvement
S135822,E006028,8,4,4,1,Doctor explained well
S638070,E005834,3,4,4,5,Long wait time
S457974,E000970,3,5,5,1,Nurse was helpful
S605216,E000108,9,5,2,5,Long wait time
S662349,E001537,1,5,5,1,Nurse was helpful
S600488,E003980,3,2,2,4,Nurse was helpful
S755801,E002206,4,2,1,3,Nurse was helpful
S725475,E001345,3,3,2,1,Facilities need improvement
S938164,E002766,6,3,1,5,Great care
S356436,E001103,7,1,1,3,Nurse was helpful
S708275,E007436,6,3,2,4,
S514234,E004185,2,5,4,3,Great care
S251905,E001934,5,2,3,1,Doctor explained well
S385641,E004721,9,3,3,3,Long wait time
S181712,E003581,10,2,2,2,Great care
S000996,E007836,4,1,4,1,Long wait time
S265531,E004318,1,2,1,2,Nurse was helpful
S301158,E006397,5,2,1,2,Long wait time
S983482,E007430,3,2,5,5,Nurse was helpful
S016611,E006733,10,2,2,2,Great care
S833505,E001999,0,2,5,4,Facilities need improvement
S327354,E001584,5,1,4,2,Facilities need improvement
S283364,E004167,5,3,2,2,
S785832,E000462,7,5,4,2,
S601131,E002020,1,2,4,5,Nurse was helpful
S540673,E007678,6,2,4,3,Long wait time
S343690,E003134,9,4,4,2,
S321399,E002718,10,2,2,3,Great care
S335533,E007024,6,5,5,2,Doctor explained well
S311607,E003790,0,2,3,4,Facilities need improvement
S086140,E007376,0,3,3,1,Great care
S324528,E006106,5,4,5,4,Facilities need improvement
S586426,E002363,5,5,1,2,Nurse was helpful
S049337,E003083,6,5,2,4,Long wait time
S562902,E002447,1,1,3,2,Long wait time
S717550,E001287,8,3,2,2,Great care
S212786,E006023,0,2,4,3,Facilities need improvement
S578092,E000896,0,1,5,2,Long wait time
S428885,E006937,10,3,5,1,Doctor explained well
S120114,E004116,4,2,2,5,Facilities need improvement
S807621,E006636,4,4,5,5,Doctor explained well
S564610,E001331,1,1,3,1,Facilities need improvement
S897672,E005259,10,5,4,1,
S716593,E006684,3,5,1,1,Great care
S763465,E007868,5,1,1,4,Doctor explained well
S087007,E001407,8,1,1,5,Long wait time
S765128,E002053,10,2,5,2,Facilities need improvement
S415026,E006997,0,2,2,1,Nurse was helpful
S329393,E003939,3,5,1,1,Long wait time
S703723,E006797,6,1,4,3,Facilities need improvement
S446008,E006372,4,1,2,5,Facilities need improvement
S631596,E000533,10,2,3,3,Long wait time
S706535,E006808,8,2,5,3,Great care
S842241,E005822,5,4,4,5,Facilities need improvement
S290250,E006541,6,2,1,3,Great care
S369944,E002449,5,1,2,4,Doctor explained well
S478882,E003502,10,2,4,1,Nurse was helpful
S102005,E002106,4,3,4,2,Facilities need improvement
S022801,E005671,3,2,1,2,Facilities need improvement
S761679,E006251,3,3,2,3,Nurse was helpful
S082278,E004624,10,5,1,5,Great care
S543217,E007309,1,5,1,2,Long wait time
S230679,E004169,6,1,2,2,Facilities need improvement
S979703,E004704,5,5,2,3,
S166188,E005538,3,4,5,3,Nurse was helpful
S298716,E003413,8,3,5,1,Great care
S266730,E005094,9,4,3,4,Nurse was helpful
S889304,E007322,3,4,5,1,Facilities need improvement
S649760,E002528,7,1,2,5,
S091397,E006110,2,5,1,5,Long wait time
S172711,E005448,10,2,1,5,Nurse was helpful
S378591,E005324,6,5,3,4,Long wait time
S039302,E002698,5,5,4,1,
S382156,E006267,1,4,4,2,Nurse was helpful
S964485,E001684,2,2,4,3,Facilities need improvement
S945000,E002679,7,3,4,3,Long wait time
S443847,E003890,5,1,1,2,Long wait time
S012625,E006318,10,5,4,2,Nurse was helpful
S701726,E007255,8,5,5,5,Long wait time
S324056,E002046,6,5,4,2,
S299527,E003198,5,4,1,2,Doctor explained well
S441048,E004806,0,4,5,5,Doctor explained well
S134096,E003796,2,5,1,5,Facilities need improvement
S625134,E006403,4,1,2,2,Doctor explained well
S871025,E006427,1,3,3,2,Nurse was helpful
S549386,E005141,2,3,5,2,Facilities need improvement
S307564,E006783,6,5,4,2,Long wait time
S034887,E001812,6,1,1,2,Doctor explained well
S236830,E001494,5,4,2,2,Nurse was helpful
S908400,E003473,0,2,3,2,Facilities need improvement
S870440,E007254,4,5,2,4,Nurse was helpful
S718781,E007285,10,4,5,2,Nurse was helpful
S588937,E006307,10,4,1,2,Doctor explained well
S140634,E000119,1,4,2,4,Nurse was helpful
S331403,E003840,3,1,2,2,Facilities need improvement
S904957,E007726,8,5,3,3,Nurse was helpful
S054434,E007730,8,1,4,3,Facilities need improvement
S573599,E003044,6,3,1,2,Doctor explained well
S161808,E004228,1,4,2,2,Doctor explained well
S590411,E000183,6,5,4,2,Facilities need improvement
S910686,E006995,2,5,4,3,
S932378,E006916,0,3,4,4,
S656543,E001730,6,5,1,1,Long wait time
S343506,E007629,4,5,1,4,Nurse was helpful
S760866,E005171,5,4,2,3,Great care
S054365,E000037,3,3,4,2,Long wait time
S588840,E005061,3,5,3,3,
S550076,E003646,0,1,5,5,Nurse was helpful
S057095,E007482,3,4,1,1,Long wait time
S850894,E004028,2,2,1,5,Nurse was helpful
S176104,E007051,2,1,2,1,Long wait time
S610217,E007905,5,3,3,5,Facilities need improvement
S891850,E005561,7,3,2,5,Nurse was helpful
S546073,E006924,1,4,5,4,Nurse was helpful
S367886,E000544,10,4,1,5,Great care
S925249,E007523,7,1,4,2,Doctor explained well
S601148,E002332,5,4,4,5,Doctor explained well
S324850,E004329,6,3,4,5,Facilities need improvement
S918910,E002237,0,3,2,2,Great care
S163894,E000666,0,1,1,3,Nurse was helpful
S384131,E001283,10,5,4,5,Great care
S107642,E004571,4,1,1,5,Doctor explained well
S295243,E001036,0,5,5,1,Long wait time
S301838,E007263,5,5,3,1,Nurse was helpful
S319329,E003185,0,4,1,1,
S454093,E000233,9,2,2,5,Doctor explained well
S619261,E001488,4,2,4,2,Great care
S832419,E003074,6,5,4,1,Nurse was helpful
S754338,E002011,3,1,2,4,Long wait time
S934291,E003816,2,1,2,4,Nurse was helpful
S926901,E006152,5,3,5,2,
S650234,E004196,3,3,1,4,Long wait time
S077367,E003743,0,1,3,5,Long wait time
S152486,E004744,7,3,4,4,Great care
S770867,E002411,8,3,5,4,Facilities need improvement
S412399,E001271,6,2,3,1,Doctor explained well
S468042,E002432,10,3,3,1,Facilities need improvement
S639403,E006104,8,1,5,2,Great care
S287839,E001417,8,1,3,2,Facilities need improvement
S323794,E003547,7,5,1,3,Facilities need improvement
S342079,E002180,6,2,1,3,Nurse was helpful
S582081,E003724,7,1,3,5,Long wait time
S727565,E000028,4,4,4,3,Great care
S822826,E003905,8,3,2,5,Facilities need improvement
S246928,E000122,7,5,5,3,Great care
S336575,E004412,4,3,4,4,Great care
S485963,E005626,7,5,5,3,Doctor explained well
S554876,E003642,10,5,1,3,Facilities need improvement
S765255,E001641,5,2,4,5,
S485347,E001189,6,4,1,4,Nurse was helpful
S463522,E001757,6,3,1,1,Nurse was helpful
S471127,E005628,5,5,5,3,Doctor explained well
S468327,E000786,3,4,2,1,Doctor explained well
S540007,E006769,1,3,5,3,Great care
S343752,E000136,5,3,2,3,Long wait time
S625385,E007183,10,5,4,1,
S384570,E003827,10,4,2,1,Nurse was helpful
S901674,E002477,0,5,3,1,Long wait time
S134397,E002624,0,5,3,4,Facilities need improvement
S533806,E000578,6,2,2,1,Long wait time
S447655,E007699,8,1,5,3,
S481603,E000299,1,5,3,2,
S173576,E002959,9,1,2,5,Doctor explained well
S039095,E000993,1,3,4,2,
S324907,E001524,7,3,2,2,Facilities need improvement
S568696,E001724,10,3,4,5,Great care
S452106,E006607,3,1,2,4,Nurse was helpful
